Institute of Technology Banaras Hindu University Varanasi,V5304,Industrial Chemistry,6038,6614,2684,3261,1489,1557,880,882,0,0,0,0,0,0,0,0
Institute of Technology Banaras Hindu University Varanasi,V5305,Mathematics and Computing,3045,3411,1864,2152,824,1260,682,729,0,0,0,0,0,0,0,0
Institute of Technology Banaras Hindu University Varanasi,V5801,Pharmaceutics,6917,7116,3603,3620,1672,1767,975,1009,0,0,0,0,0,0,0,0
Indian Institute of Technology Guwahati,W4104,Biotechnology,4476,5834,2284,2882,1285,1469,584,801,0,0,0,0,0,0,0,0
Indian Institute of Technology Guwahati,W4107,Chemical Engineering,2975,3629,1494,1698,769,896,335,426,0,0,0,0,0,0,0,0
Indian Institute of Technology Guwahati,W4108,Chemical Science and Technology,2397,4342,1666,2136,635,1004,551,564,0,0,0,0,0,0,0,0
Indian Institute of Technology Guwahati,W4109,Civil Engineering,2845,3545,1085,1383,563,734,209,274,121,0,0,0,0,0,0,0
Indian Institute of Technology Guwahati,W4110,Computer Science and Engineering,775,1367,334,705,268,484,155,286,38,121,0,0,0,0,0,0
Indian Institute of Technology Guwahati,W4114,Electronics and Communication Engineering,1392,1973,699,1026,418,640,171,299,90,38,87,87,0,0,0,0
Indian Institute of Technology Guwahati,W4116,Electronics and Electrical Engineering,1461,2131,682,1043,560,656,232,285,0,90,0,0,0,0,0,0
Indian Institute of Technology Guwahati,W4117,Engineering Physics,2224,4042,1620,2101,1011,1148,569,597,0,0,158,158,0,0,0,0
Indian Institute of Technology Guwahati,W4124,Mathematics and Computing,1770,3048,834,1559,600,917,382,560,115,0,0,0,0,0,0,0
Indian Institute of Technology Guwahati,W4125,Mechanical Engineering,1504,2498,741,1000,319,559,199,229,81,115,0,0,0,0,0,0
Indian Institute of Technology Guwahati,W4401,Design,4271,5446,1854,3131,1160,1579,513,774,0,81,0,0,0,0,0,0
